Vintage,Winery,Label,Variety,Region,Country,Wine Type,Merit,Value,Best,%Alcohol,Qty,Qty/Case,Bottle Size,Price,User Notes 1,User Notes 2,Location,UserField3
2013,Waterbrook Winery,Icon Reserve Cabernet Sauvignon,Cabernet Sauvignon,Columbia Valley,United States,R,,,2022,,4,,750 mL,$39.00,A beautiful expression of Washington Cabernet Sauvignon. Bold flavors and aromas of ripe currant  cherries and plum accentuated by toasted oak. A silky smooth texture  balanced acids and medium firm tannins support a lingering finish of cigar box and caramelized fruit. Pair with roasted rosemary lamb chops  grilled meat and vegetables and wild mushroom risotto., ,Wine Rack 4,Row 4/bin 1
2014,Dom. Roger Sabon,Cuvee Prestige Chateauneuf-du-Pape,GSM  8 grapes,Chateauneuf-du-Pape,France,R,,,2026,,2,,750 mL,,WS: Ripe  silky and refined  with a fine-grained structure that lets the perfumed notes of raspberry  cherry and plum preserves glide along. Light alder and black tea details impart nuance to the finish. Suave and sneakily long. Drink now through 2029. , RP: The 2014 Châteauneuf du Pape Prestige is slightly more straight and focused than the Reserve cuvée and offers lots of black cherries  currants  blackberries and garrigue (with some leather as well) in a concentrated  fresh style. It needs 2-3 years of cellaring and will keep through 2026.  AG: Vivid ruby. Ripe red berry and peppery spice aromas complicated by floral and garrigue nuances. Juicy  broad and powerful on the palate  offering lively raspberry and bitter cherry flavors that slowly become sweeter with air. Smooth  seamless and spicy on the very long  floral finish  which is shaped by supple tannins that fade smoothly into the energetic red fruit. ,Rhone Rack,Row 2/bin 3
2011,Briareo,Redi Vino Nobile di Montepulciano Riserva,Sangiovese,Montalcino,Italy,R,,,2019,,1,,750 mL,$37.99,Fell in love with this wine at an Italian wine tasting at Total May 12  2017.  Total: A special cru of Vino Nobile  fermented in stainless steel vats and aged in French oak casks  with further aging in bottles until it reaches its optimum balance. Aromatic  with hints of vanilla and wild berries  it has a long aftertaste., ,Wine Rack 1,Row 4/bin 2
2012,Renieri,Brunello di Montalcino,Sangiovese,Montalcino,Italy,R,,,2022,,3,,750 mL,,Louise fell in love with this wine at a Total Italian wine tasting on May 12  2017. , JS: Very perfumed with chocolate  berries and spices. Some nuts  too. Full body  velvety tannins and a luscious finish. Extremely long and generous yet shows reserve..." ,Wine Rack 1,Row 5/bin 3
2013,Mauro Sebaste,Prapo Barolo,Nebbiolo,Piedmonte,Italy,R,,,2024,,1,,750 mL,$49.99,JS: Very perfumed with chocolate  berries and spices. Some nuts  too. Full body  velvety tannins and a luscious finish. Extremely long and generous yet shows reserve...",  Suite 214 11325 Seven Locks Road Potomac  MD 20854,Wine Rack 1,Top row
2015,Montresor,Il Veronese Valpolicella,Sangiovese,Veneto,Italy,R,,,2019,,1,,750 mL,$12.99,, ,Wine Rack 1,Row 4/bin 3
2011,Barba,I Vasari Montepulciano d'Abruzzo,?,Abruzzi,Italy,R,,,2019,,1,,750 mL,$19.99,WS: Elegant and sanguine  this layers supple tannins and accents of graphite and spice with notes of plum sauce  fennel seed  dried blueberry and espresso  following by a plush finish.", ,Wine Rack 1,Row 2/bin 2
2012,Napa Bridge Vineyards,Red blend,60-25-15 Cab-Malbec-Franc,Napa,United States,R,,,2019,,3,,750 mL,$45.00,,Osippie Soda 7031 Cahill Road Edina  MN 55439,Wine Rack 3,Row 3/bin 3
2014,Austins & Co. ,Six foot six Shiraz,Syrah,Geelong,Australia,R,,,2030,,4,,750 mL,$34.00,James Halliday: A rich  intensely flavoured full-bodied wine that takes cool climate shiraz into another dimension. Wonderfully spicy  its black-berried fruit flavours link with licorice and cracked pepper  the end result an unexpected freshness and elegance. Warm grown shiraz can be wonderful  but will always be different to cool grown., Austins & Co.: Exotic spices and white pepper mix with bramble berries  dark plum and just hint of liquorice. Rich supple fruit characters continue on a restrained  elegant palate. Velvety smooth tannins finish off a highly gluggable red. Vibrant but not too robust  6Ft6 Shiraz is a fruit forward  easy drinking style to be enjoyed while cooking  during the main meal and most certainly afterwards as well. A very accessible option that is a great idea for any dinner party. Not too heavy but full of flavour  this versatile Shiraz can be matched with an array of dishes from lighter red meats to richer sauces and even a touch of spice. ,Wine Rack 2,Row 3/bin 1
2015,Eola Hills Wine Cellars,Winemaker's Reserve Pinot Noir,Pinot Noir,Willamette Valley,United States,R,,,2021,,5,,750 mL,$45.00,2015 was a spectacular vintage in the Willamette Valley. This magnificent wine has beautiful flavors of black raspberries and black cherries. Winemaker Steve Anderson has crafted a reserve Pinot Noir with estate grapes from highly regarded Wolf Hill (80%) and Legacy (20%) Vineyards. Rich and intense  enjoy now and for many years to come. , Characteristics  Color: Dark Ruby  Aroma: Depth of berry fruits  Taste: Black cherries and black raspberries  Body: Rich  hearty in texture ,Pinot/Burgundy Rack,
2015,Louise Dubois,Ma Belle Reserve Rasteau Cru du Rhone,GSM,Rhone Valley,France,R,,,2021,,4,,750 mL,$45.00,The 2015 Rasteau 'Ma Belle Reserve' from Louise Dubois opens with lovey aromas of ripe black raspberries and plums woven together with exotic spices  licorice and a mineral character. This displays notable balance  along with a polished texture  backed by beautiful touch of acidity. It continues to deliver dark fruits and spices through the finish. Allow this just another year or two for it to show its best stuff., ,French Rack,Row 2/bin 2
2015,Barrique Cellars,Knights Valley Zinfandel,Zinfandel,Sonoma Valley,United States,R,,,2019,,4,,750 mL,$30.00,, ,Wine Rack 3,Row 5/bin 3
2015,Prestige des Princes,Chateauneuf-du-Pape Reserve,GSM--90-5-5,Chateauneuf-du-Pape,France,R,,,2024,,4,,750 mL,$60.00,Winemaking: Careful pruning  de-budding  de-leafing and green harvest. Handpicking occurs at peak maturity  and fast transportation takes place in small containers to the winery to avoid juice release and oxidation. Total destemming  4 to 5 weeks maceration  pumping over and daily release. Controlled temperature at 28° to 30 °C. , Maturing: Matured for 8-12 months before bottling  depending on the years. No oak to show the purest expression of the Grenache and terroir.  Tasting Notes: This ruby red wine is very complex and elegant  with aromas of red currant  red cherries  black berries with spicy overtones such as lavender  thyme and rosemary. There is excellent balance in the mouth  as the tannins are elegant and silky.  Estate Bottled: Yes  Serving Suggestions: To enjoy now or can be kept 6-10 years. Serve at 16°-18°C  ,French Rack,Row 4/bin 2
2015,Charles Smith Wines,The Velvet Devil Merlot,Merlot,Washington  state,United States,R,,,2020,,2,,750 mL,$12.00,, ,Wine Rack 3,Row 1/bin 1
2007,Dom. du Haut des Terres Blanches,Chateauneuf-du-Pape,GMS-85-10-5,Chateauneuf-du-Pape,France,R,,,2025,,1,,750 mL,$39.00,91/100 by Parker. Mahogany reflection purple dress  the nose is very spicy  with notes of Strawberry and Raspberry. The palate is creamy apple strawberry  raspberry  gooseberry aromas  oregano and anise. 85% Grenache  10% Mourvedre  5% Syrah., ,Wine Chest,Row 1/bin 3
2015,Dom. Chante Cigale,Extrait - Chateauneuf-du-Pape,Grenache-Mourvedre,Chateauneuf-du-Pape,France,R,,,2040,,2,,750 mL,$125,,Only 720 bottles made...tasted with a group  of wine merchants/distributors from Britain during our trip to CdP. Not exported to US. ,Wine Chest,Row 1/bin 3
2015,Dom. de Seguries,Clos Jean Alesi,,AOC Lirac,France,R,,,2022,,1,,750 mL,$50,,We visited this winery in Lirac and met Fabian  Gpa Henri and uncle. They were very kind.  ,French Rack,Row 1/bin 2
2015,Dom. Roger Sabon & Fils,Le Secret des Sabon Chateauneuf-du-Pape,GSM 70-20-5-5,Chateauneuf-du-Pape,France,R,,,2040,,1,,750 mL,$200.00,WA:  The smallest production cuvée is the 2015 Châteauneuf du Pape Le Secret des Sabon  which is a field blend of primarily Grenache that’s brought up all in oak tanks. It sports a deep ruby color  full body  terrific Grenache notes of black raspberries  scorched earth  currants and roasted herbs  sweet tannin and a killer finish. It’s more streamlined and elegant than the 2007 or 2010  but should surpass the 2009  which seems to be on a fast evolutionary track. Didier Negron has been the winemaker at this remarkable estate since 2001  and he’s yet to put a foot wrong. It’s important to realize that the estate makes four Châteauneuf du Pape cuvées: the entry level Les Olivets (which was first made in 1955) from younger vines and completely destemmed; the Cuvee Reserve from a single vineyard and 70-80% Grenache  and the rest Syrah and Mourvèdre  aged in foudre and oak tanks; the Cuvee Prestige based on 70% Grenache  20% Syrah and the rest mostly Mourvèdre that’s aged in foudre  oak tanks and demi-muids; and the smallest production cuvée (there’s normally just 100 cases produced)  the Le Secret des Sabon based mostly on Grenache., The 2015 Châteauneuf du Pape Prestige includes slightly more Syrah than the other cuvées and is 70% Grenache  20% Syrah  5% Mourvèdre and the rest a mix of permitted varieties. It’s easily the largest  richest and most full-bodied of the lineup and has lots of blackberry  plum  peppery herbs and roasted herb characteristics. Like all of the 2015s here  it has serious purity  as well as ripe tannin.  WS: There's a velvety  caressing mouthfeel to the waves of Linzer Torte  warm cassis and raspberry pate de fruit flavors  laced with black tea  mulled spice  singed alder and melted licorice notes. The long finsh has latent grip and a beautiful iron accent  but remains beguiling overall  letting the fruit and perfume play out beautifully. 112 cases imported.  AG: Brilliant ruby. Heady  expansive aromas of candied red and dark berries  incense and peppery spices take on a smoky nuance with air. Sappy  palate-staining blackberry  bitter cherry and spicecake flavors show impressive depth and vivacity and pick up a floral pastille quality on the back half. The gently tannic  sharply focused finish repeats the floral note and clings with excellent tenacity.  JS: Fresh aromas of dark toasted baking spices  licorice and star anise with sappy dark plum and blackberry fruit  too. The palate has seamlessly smooth and fluid texture. Tannins are long and hold a ripe  dark plum-flavored finish.  ,Wine Chest,Row 1/bin 3
No,,Purchased @ Roger Sabon from Gilbert Sabon  Sept. 2017..,,,,R,,,,,93,,,,, ,,
2015,Dom. Tour St. Michel,Feminessance Chateauneuf-du-Pape,GS 50-50,Chateauneuf-du-Pape,France,R,,,2030,,8,,750 mL,$70.00,,Tasted the entire portfolio and purchased at winery in Sept. 2017.  Only made in select years (last 2012)...about 6k bottles made. Spent one year in 100% new oak barrels  then one year in 50-50 new and one-year-old barrels.   ,Rhone Rack,Row 4/bin 3
2015,Dom. Brusset,Les Secrets du Montmirail Gigondas,GS,AOC Gigondas,France,R,,,2029,,1,,750 mL,$45.00,,Purchased at the Dom. Brusset tasting room in Gigondas Sept. 2017. ,Wine Chest,Row 1/bin 3
2015,Dom. Ogier ,Les Collines Chateauneuf-du-Pape,GMCS 60-15-15-10,Chateauneuf-du-Pape,France,R,,,2022,,3,,750 mL,$60.00,, ,Rhone Rack,Row 2/bin 3
2015,Dom. du Grand Montmirail,Gigondas Cuvee Vielle Vignes,GSM 60-30-10,Gigondas,France,R,,,2028,,7,,750 mL,$60.00,IWC: The 2015 'Cuvee Vieilles Vignes' Gigondas is a compelling blend of 60% Grenache from 40+-year-old vines along with 30% Syrah and 10% Mourvedre. As this opens in the glass  it releases wonderful  nuanced aromatics of dark cherries  raspberries  and plum woven together with spices  white pepper  lavender and hints of black olives and stony minerals. This full-bodied red is beautiful structured with round  velvety tannins and displays excellent concentration and focus. The finish is long and expansive  underlined by a lovey touch of acidity keeping it fresh and inviting  as spices and pepper notes continue to linger along side dark fruits. Overall this is an absolutely gorgeous wine  which will be accessible early on and for years to come. (Best 2018-2028),  WA: The 2015 Gigondas Vieilles Vignes reminds me of the 2009 with its classic  Provencal character and notes of garrigue  saddle leather  cedar and sweet red and black fruits. There's a rusticity to the tannin  but I suspect it will sweeten up nicely once in bottle and keep through 2025.  ,French Rack,Row 3/bin 1
2015,Chateau de la Gardine,Cuvee des Generations Chateauneuf-du-Pape,GSM,Chateauneuf-du-Pape,France,R,,,2030,,1,,750 mL,$115.00,Wine Cellar Insider: With volume and depth of flavor  the wine offers up its dark  red cherries  coupled with pepper  thyme and herbs with ease. Polished and long  with a saline quality  adding nuances to the finish  this should age and develop nicely., Read more at:https://www.thewinecellarinsider.com/rhone-wines-cote-rotie-hermitage-chateauneuf-du-pape/chateauneuf-du-pape-wine-producer-profiles/chateau-de-la-gardine-chateauneuf-du-pape-rhone-wine/,Wine Chest,Row 3/bin 7
2013,Chateau de Segries,Secret de la Grange Lirac,,Lirac,France,R,,,2020,,1,,750 mL,$40.00,,Purchased at winery during several visits to Chateau de Segries during the summer of 2017.  One of Fabien's favorites. ,French Rack,Row 1/bin 2
2012,Chateau de Segries,Lirac,,Lirac,France,R,,,2020,,1,,750 mL,$25,, ,French Rack,Row 1/bin 2
2014,David Hill Vineyards and Winery,Reserve Pinot Moir,Pinot Noir,Willamette Valley,United States,R,,,2022,,1,,750 mL,$38.00,,The 2014 vintage in Oregon may be remembered as the vintage of a lifetime. From bud break through harvest  growers and winemakers throughout the state experienced an almost ideal growing season that delivered a record amount of exceptional  balanced fruit.  The vintage’s milestones averaged two weeks early from bud break through harvest  with some sites and varieties maturing as much as three weeks early. Growing conditions were mostly dry and warmer than normal throughout the spring providing a great environment for flowering and fruit set. The result was large clusters that ripened evenly over the course of the warm  dry summer. The 2014 vintage broke the previous record for heat accumulation during the growing season  set in 2006.  This record was broken not by the daytime highs but rather the overnight lows being higher than normal for most of the year. This allowed the grapes to continue ripening through veraison without putting heat stress on the vines.  This is one of those rare vintages when you have high quality and high quantity simultaneously. From the standpoint of weighing quantity against quality  it was one of the best perhaps as the wines are very good and range from refreshing and vibrant to rich and ripe. The Pinot Noirs are deeper in color and range from the low 13’s to lower 14’s in alcohol percent. I believe the consumer will love these wines as they will be similar to the 2009 vintage.  ,Pinot/Burgundy Rack & Josh's Rack,Row 2/bin 2
2015,Clos St. Michel,Chateauneuf du Pape,GSM 40-30-30,Chateauneuf-du-Pape,France,R,,,2024,,2,,750 mL,$38.00,WA: The 2015 Chateauneuf du Pape is a sweetly fruited  forward and polished beauty that offers lots of raspberry  loads of garrigue  spice and Provencal charm in its medium-bodied personality., ,Rhone Rack,Row 4/bin 1
2015,Charles Smith Wines,The Substance Cabernet Sauvignon,Cabernet Sauvignon,Washington  state,United States,R,,,,,7,,750 mL,$20,, ,Wine Rack 4,Row 3/bin 3
2015,Brotte,Domaine Barville Chateauneuf-du-Pape ,GSM,Chateauneuf-du-Pape,France,R,,,2022,,6,,750 mL,$30.00,WA:  What should be a terrific value  the 2015 Chateauneuf du Pape Domaine Barville checks in as a mix of 80% Grenache  15% Syrah and 5% Mourvedre that was completely destemmed and aged in a combination of foudre  new barrels  old barrels and concrete tanks. It's a charming ripe  even sexy barrel sample that has terrific notes of plums  blackberries  garrigue and violets. Drink this soft  pleasure-bent beauty anytime over the coming 4-6 years." ,1 bottle for "France Night." ,In box in front of Rhone rack,
2015,Andre Farjon,Vinsobres,Grenache-Syrah 50-50,Vaucluse,France,R,,,2020,,5,,750 mL,$47.00,"Fruity aromas of overripe cherries  wet earth  oyster mushrooms  and chocolate toffee with a gritty  crisp  fruity light-to-medium body and a seamless  complex  medium-long black tea  rose jam  peppercorn muffin  and green pepper finish with well-integrated  earthy tannins and a suggestion of oak., ,French Rack,Row 3/bin 2
2016,Cantine Columba Bianca ,Vitese Nero D'Avola,,Sicily,Italy,R,,,2022,,1,,750 mL,$25.00,Colour: Intense ruby red , Bouquet: Very fruity with scents of red berries (cherry  blackberry)  fragrant  mineral (graphite)  spicy  Flavour: In the mouth it presents a perfect balance of tannins and acidity  profound taste of great extent and structure  elevated smoothness. Intense  persistent and fine,Wine Rack 2,Row 2/bin 1
2015,Dom. Tour St. Michel,Cuvee du Lion Chateauneuf-du-Pape,GSM,Chateauneuf-du-Pape,France,R,,,2030,,4,,750 mL,$60.00,WS: "Warm and fleshy in feel  with a mix of blueberry  acai  and blackberry reduction flavors pumping forth  backed by light charcoal and ganache accents. The long  tarry finish has enough spine to pull it off.", ,French Rack,Row 2/bin 1
2012,Dom. Duclaux,Chateauneuf-du-Pape,GSM,Chateauneuf-du-Pape,France,R,,,2024,,3,,750 mL,$55.00,WA: A smoking wine  the 2012 Chateauneuf du Pape gives up loads of peppery herbs  tobacco leaf and dark cherry on the nose. Medium to full-bodied  with plenty of texture  it has polished tannin and bright acidity  all of which should keep it drinking nicely for over a decade. , Vinous Media: Points: 90 Bright violet color. Oak-spiced dark berries and cola on the deeply perfumed nose. Plush  round and open-knit  offering sweet black raspberry and cherry-vanilla flavors that brighten with air. Finishes broad  smoky and long  with repeating vanilla and spice notes and velvety tannins that come up slowly. ,Rhone Rack,Row 3/bin 3
2015,Storm Chaser Cellars,Pinot Noir Reserve,Pinot Noir,Willamette Valley,United States,R,,,2022,,4,,750 mL,$45.00,Color: Dark burgundy hue , Aroma: Bright berry fruits  Taste: Black cherries and cranberries  Body: Medium  bordering on bold overtones  The winemaker's focus on this Pinot is less oak  with more emphasis on the bright fruits. Clone 114 is noted for its fruit in the nose and on the palate. This wine is truly an example of what Pinot lovers gravitate to  and which the Willamette Valley excels in. ,Josh's Rack,Bottom row
2016,Dom. Renaud Macon-Charnay,Le Clos de la Tournache Monopole,Chardonnay,Burgundy,France,W,,,2023,,4,,750 mL,$35.00,Can be decanted. , WE: This wine is a monopole  which in Burgundian terms means a vineyard that is wholly owned by one producer. With its ripe hints of apricots as well as gold plums  this wood-aged wine delivers a warm  full aftertaste. Drink from 2018. Score: 88. WS: This delivers apple  lemon and quinine flavors  with crisp acidity underneath  and earth notes on the finish. ,Pinot/Burgundy Rack,Row 5/bin 2
2012,Justin Wines,Paso Robles Cabernet Sauvignon,Cabernet Sauvignon,Paso Robles,United States,R,,,2019,,2,,750 mL,$38.00,Winemaker Notes: Clear with a medium ruby  purple core and light violet rim. With medium-plus intensity  it's a beautifully classic cabernet sauvignon mix of ripe blackcurrant  black and red cherries with vanilla  cedar  sweet tobacco  and licorice accents. : Medium-plus body with dark fruit of cassis and black cherry on the entry. Barrel notes of vanilla and cedar with savory black tea and herbal notes come through on the mid-palate. The finish is long and clean with lingering bright cherry and spice of sassafras and licorice  surrounded by smooth firm to medium tannins. A traditionally styled cabernet sauvignon in all respects.,Gift from Brett and Jean  Christmas 2017 ,Wine rack 4,Row 1/bin 3
2016,Le Colombier,Cuvee G Vacqueyras,50-50 Grenache-Syrah,Southern Rhone Valley,France,R,,,2025,,13,,750 mL,$23.99,Total: A blend of 50% Syrah and 50% Grenache  the wine comes from low yielding 50-100 year-old-vines. It is aged 12 months in neutral oak prior to bottling  and is the estate’s most expressive and seductive wine that will drink beautifully over the next 5-10 years., ,French Rack,Row 1/bin 1
2015,Andre Farjon,Plan de Dieu Cotes du Rhone Villages,80-20 Grenache-Mourvedre,Southern Rhone Valley,France,R,,,2022,,5,,750 mL,$40.00,IWR: The 2015 Côtes-du-Rhône Plan de Dieu is a wonderful showing from André Farjon  which opens to vivid aromas of raspberries and cherry plums woven together with smoke  gravel and a touch of white pepper. This is medium-bodied red possesses a gorgeous fine  silky mouthfeel  backed by lovely minerality at its core. The finish is long and sleek with notes of red fruits and minerals lingering on. Overall  this is an excellent wine  which is drinking beautifully right now., ,French Rack,Row 1/bin 2
2015,Scott Harvey,Winemaker's Reserve Zinfandel,Zinfandel,Amador County,United States,R,,,2024,,2,,750 mL,$36.00,Briary varietal Zinfandel with Old World style and color. A spicy  earthy  and refreshing wine with flavors and aromas of allspice  blackberry  mincemeat pie  pepper  and tobacco come together with a well-defined tannic structure. A complete wine from the first sip to the long lingering finish. Enjoy now through 2026., ,Wine Rack 3,Row 5/bin 3
2015,Cellier des Princes,Prestige des Princes Chateauneuf-du-Pape,GSM 90-5-5,Chateauneuf-du-Pape,France,R,,,2022,,4,,750 mL,$80.00,, ,French Rack,Row 2/bin 1
2015,Fittipaldi,Bolgheri Rosso,50-30-10-10 Cab Sauv.  Merlot  Cab Franc,Tuscany,Italy,R,,,2022,,4,,750 mL,$79.96,JS: A pretty nose of blackberries  brambles  iodine  and ivy as well as some leather and tobacco notes. Full body  juicy tannins  plenty of mineral undertones and a chewy finish. Extremely elegant and well made. Drink now or better in 2020., ,Wine Rack 1,Row 2/bin 2
2014,Societa Agricola Nativ,Blu Onice Irpinia Aglianico,Aglianico 100%,Aglianico,Italy,R,,,2019,,3,,750 mL,$45.00,JS: Crazy aromas of blueberry  licorice  sandalwood and stone. Full body  ultra-fine tannins  and a magical finish of dark fruits  peaches  and apricots. So exciting. Drink now., ,Wine Rack 1,Row 3/bin 3
Yes,,,,,,R,,,,,95,,,,, ,,
2015,La Celestiere,Cotes du Rhone,Grenache-Cinsault 70-30,Southern Rhone Valley,France,R,,,2022,,2,,750 mL,$17.99,This lively and fresh wine is remarkably quaffable. , It offers a rich variety of aromas including red and purple berries  white  pepper  and underbrush. The palate has a juicy fruitiness that carries subtle  hints of spice.,French Rack,Row 3/bin 2
2015,Les Vins de Vienne,Les Oteliees Chateauneuf-du-Pape,GSM 80-15-5,Southern Rhone Valley,France,R,,,2040,,4,,750 mL,$75.00,Do not open before 2020,WS: Richly layered  with warm fig  boysenberry and raspberry confiture flavors stacked with graphite  ganache and roasted apple wood notes. Dense but defined  with a flash of shiso leaf imparting lift and cut throughout  while a rooibos tea detail adds a beguiling touch on the finish. Best from 2020 through 2040. –JM ,,
2015,Justin Wines,Focus,100% Syrah,Paso Robles,United States,R,,,2030,,1,,750 mL,$105.00,,Gift from Brett and Jean Feb. 2018  Appearance: Nearly opaque purple ruby core with moderate plus intensity toward the rim with slow-forming  well stained tears in the glass. Aroma: Aromatic and complex with ripe black fruit of blackberry  dusty cherry and blueberry with sweet spice of vanilla with cinnamon and savory spice of cracked pepper  with smoky  meaty notes and leather. Palate: Bold  full bodied and complex with ripe black fruit of berries and cherry combined with baking spice on the entry with smoky  savory elements of dusty leather  tobacco leaf and cracked pepper and subtle notes of cured salumi emerging as the mid-palate continues. The exceptionally long finish is clean  complex and balanced  layered with continually evolving fruit and savory flavors supported by dense chewy tannins and a little cocoa. We suggest a couple years of aging after release to show its full  complex potential on its own  but if you have a few bottles of 2015 FOCUS on hand  you might what to enjoy a bottle earlier with a robust winter dish like a slowly cooked beef ragu  or braised lamb shanks with polenta for a special treat while you are waiting for the others to evolve. ,Wine Chest,Row 3/bin 4
2015,Domaine du Pradas,Gigondas,GS 75-25,Southern Rhone Valley,France,R,,,2030,,4,,750 mL,$50.00,,WA: Domaine du Pradas' 2015 Gigondas is a full-bodied  ripe  but tannic example.  Hints of ProvenÃ§al herbs bring a touch of complexity to the black cherry  flavors  while masses of soft tannins add a savory edge to the long  finish.   Jeb Dunnuck:  The Elegant and Lively 2015s and Heavenly 2016s. There are 1 250 cases of the 2015 Gigondas Pradas and it's a classic   old-school effort made from 75% Grenache and 25% Syrah  completely destemmed and  aged all in concrete. Spice  garrigue  sandalwood and minty nuances all emerge  from this ripe  focused  structured 2015 that has a beautiful core of fruit   notable freshness and purity and moderate tannin. It's a rock-solid Gigondas  that will keep for a decade or more.  ,French Rack,Row 3/bin  1
2013,Panther Creek,Fir Crest Pinot Noir,Pinot Noir,Willamette Valley,United States,R,,,2020,,4,,750 mL,$45.00,,WS: A fleshy texture and meaty undertones add to the fresh blackberry flavors in this open-weave  light-textured style  finishing with some length. Drink now through 2020. AG: Full red. Sharply focused scents of fresh red berries  lavender and white pepper. Enters the mouth taut and spicy  then turns fleshier and sweeter in the mid-palate  offering juicy raspberry and cherry flavors and a touch of succulent herbs. Dusty tannins firm the lingering finish.,Pinot/Burgundy Rack,Row 3/bin 2
2015,Kirkl;and,Willamette Valley Pinot Noir,Pin,Willamette Valley,United States,R,,,2019,,1,,750 mL,$14.99,A great wine for the money. Medium-bodied  nice acidity. , ,Pinot/Burgundy Rack,Row 3/bin 2
2015,Dom. du Grand Tinel,Cuvee Alexis Establet Chateauneuf-du-Pape,100% Grenache,Southern Rhone Valley,France,R,,,2028,,2,,750 mL,$110.00,Wine Cellar Insider: Floral and fresh  with cherry blossoms  kirsch  thyme and black pepper at its core  the wine delivers its elegant  sweet  soft textured  supple  red cherry character with ease. 93 points., International Wine Report: The 2015 Alexis Establet is a wonderful showing. This fantastic old vine Grenache begins with lovely aromatics of black raspberries and red plums woven together with pepper  spices  olive  cocoa powder  and violets. On the palate  this is medium-full bodied and structured with silky tannins. It continues to impress with and remarkable balance and focus leading up to the long finish. The Alexis Establet is a beautifully made wine and will age gracefully over the course of the next decade and beyond. 93  Wine Advocate: The 2015 Chateauneuf du Pape Cuvee Alexis Establet is a pure Grenache wine raised in a combination of foudres  demi-muids  and new barriques. While it's a richer  more powerful wine than the regular bottling and delivers cherry and spice flavors  it also shows hints of mushroom on the nose and a slightly bitter edge to the finish. 92 Jeb Dunnuck: The 2015 Chateauneuf-du-Pape Alexis Establet is a bigger  richer wine  yet still shows a classic style in its peppery herbs  black cherry  currant and leather-laced bouquet. It too is rich  concentrated and nicely structured on the palate  and is going to evolve nicely in the cellar. 92 Wine Spectator: Pretty  with a mix of gently mulled raspberry  red currant and plum fruit inlaid with black tea  bergamot and incense notes. A silky but persistent structure carries the finish. 92 ,Rhone Rack,Row 2/bin 1
2015,Primarius Winery,Winemaker's Cuvee Pinot Noir,Pinot Noir,Willamette Valley,United States,R,,,2025,,4,,750 mL,$45.00,The aromatics are red-fruited and floral with notes of red plums  cherries  and honeysuckle. The palate offers a juicy and fruit-forward entry followed by a round and lively middle full of raspberries and hints of jasmine. The finish is complemented by beeswax  toasted coconut  and vanilla sweetness contributed by the oak. Tannins are silky and lingering  adding balance and length., ,Pinot/Burgundy Rack,Row 1/bin 2
2015,Finca Meixeman,Ribeira Sacra,Mencia,,Spain,R,,,2021,,1,,750 mL,$38.00,,A gift from Andrew upon returning from Spain to visit Gabby. ,Wine Rack 1,Row 4/bin 1
2015,Dom. du Grand Tinel,Chateauneuf-du-Pape,GSM-70-20-10,Rhone Valley,France,R,,,2026,,3,,750 mL,$70.00,WA: Grand Tinel's charming  forward 2015 Chateauneuf du Pape is a solid value for drinking over the next decade or so. It features subtle cinnamon and nutmeg aromas  modest cherry fruit  plush tannins and some leathery notes on the silky finish. It's a classic blend of 70% Grenache  20% Syrah and 10% Mourvèdre., ,Rhone Rack,Row 2/bin 2
2014,Los Haroldos,Red blend,Cab-Malbec-Petit Verdot,Mendoza,Argentina,R,,,,,6,,750 mL,$35.00,Decanter: The addition of Cabernet Sauvignon and Petit Verdot to the blend works brilliantly  bringing complexity and class. The nose is elegant  loaded with cassis  plum  violet  spicy and peppery notes and leads on to a full-bodied palate with a pure fruit expression and fine tannins. Finishes long., ,Wine Rack 3,Row 3/bin 1
2015,Chateau Maucoil,Privilege Chateauneuf-du-Pape,GSM-50-15-12-misc white,Chateauneuf-du-Pape,France,R,,,2030,,2,,750 mL,$90.00,WS: Juicy and inviting  with layers of fig  boysenberry and raspberry pâte de fruit driving through  lined with a licorice snap note and backed by warm fruitcake and toasted apple wood accents. Juicy and mouthfilling  relying on a burst of fruit  but with the depth and cut to back it up. Drink now through 2030. ,  RP: Based on 50% Grenache  15% Syrah  12% Mourvèdre and a mix of other varieties  the 2015 Châteauneuf-du-Pape Privilège is a step up  with more concentration  medium to full-bodied richness  and fine tannin. It has terrific notes of black cherries  raspberries  graphite and ground pepper  with impressive richness and depth in the vintage  moderate tannin  and a great finish. ,Rhone rack,Row 2/bin 1
2016,Yves Cheron Wines,La Grande Comtadine Cotes du Rhone,,Vacqueyras,France,R,,,2022,,4,,750 mL,$30.00,The 2016 Cuvee Speciale is a lovely showing from winemaker Yves Cheron. It opens to inviting aromas of black raspberries  plums  spices  pepper and olives all taking shape. The palate is medium-bodied  with a lovely round texture that displays beautiful poise. Flavors of black raspberries  spiced plums and peppery notes continue to expand through the juicy finish. A lovely Cotes du Rhone that will be accessible upon release and offer some short-term aging potential as well. , ,Box in front of French rack,
2016,Corvallis Cellars,Pinot Noir,Pinot Meunier,Willamette Valley,United States,R,,,2024,,6,,750 mL,$17.00,This silky fruit-forward  medium-bodied wine features aromas of raspberries and florals followed by flavors of black cherry and spice. This wine is rich  layered and oaky. Complements a wide variety of food., ,Pinot Rack,Row 3/bin 2
